word,recall_probability,count,recalls,avg_frequency,need_odds,valence,arousal
comment,0.005649717514124294,177,1,1.5875706214689265,0.005681818181818181,5.65,3.35
tonne,0.005633802816901409,355,2,1.3690140845070422,0.0056657223796034,,
inc,0.005595523581135092,1251,7,1.235011990407674,0.005627009646302251,,
plan,0.00558659217877095,179,1,1.2011173184357542,0.005617977528089888,6.35,3.95
shrs,0.00558659217877095,179,1,1.1508379888268156,0.005617977528089888,,
money,0.00558659217877095,716,4,1.3659217877094971,0.005617977528089888,7.1,6.8
debt,0.005535055350553505,542,3,1.459409594095941,0.0055658627087198514,1.95,5.9
first,0.005529225908372828,1266,7,1.703001579778831,0.005559968228752979,7.11,4.95
avg,0.0055248618784530384,181,1,1.1546961325966851,0.005555555555555555,,
future,0.0055248618784530384,181,1,1.0441988950276244,0.005555555555555555,6.9,5.42
march,0.005502063273727648,727,4,1.2228335625859696,0.0055325034578146606,,
payments,0.005494505494505495,182,1,2.2472527472527473,0.005524861878453039,5.16,4.35
iii,0.00546448087431694,183,1,1.3442622950819672,0.005494505494505495,,
tough,0.00546448087431694,183,1,1.9125683060109289,0.005494505494505495,4.65,4.47
sets,0.005434782608695652,184,1,1.4891304347826086,0.00546448087431694,5.3,3.16
strengthening,0.005434782608695652,184,1,1.0923913043478262,0.00546448087431694,7.0,4.63
lost,0.005434782608695652,184,1,1.3532608695652173,0.00546448087431694,2.5,5.29
market,0.005430566330488751,1289,7,1.508921644685803,0.00546021840873635,6.31,3.5
revs,0.005420054200542005,369,2,1.5149051490514904,0.005449591280653951,5.25,4.45
f,0.005376344086021506,186,1,1.967741935483871,0.005405405405405406,,
protest,0.005376344086021506,186,1,1.1774193548387097,0.005405405405405406,4.6,4.47
five,0.005366726296958855,1118,6,1.3255813953488371,0.0053956834532374095,5.4,3.26
products,0.0053533190578158455,934,5,1.6038543897216273,0.005382131324004305,5.5,3.65
hold,0.0053475935828877,374,2,1.339572192513369,0.005376344086021505,6.24,5.11
also,0.005341002465078061,2434,13,1.2612982744453574,0.0053696819496076,,
pesos,0.005333333333333333,375,2,1.624,0.0053619302949061655,,
dutch,0.005319148936170213,188,1,1.377659574468085,0.0053475935828877,,
managers,0.005319148936170213,188,1,1.3085106382978724,0.0053475935828877,4.85,4.15
palms,0.005208333333333333,192,1,1.015625,0.005235602094240838,6.05,2.71
tax,0.005208333333333333,192,1,1.484375,0.005235602094240838,3.05,4.63
vmnb,0.0051813471502590676,193,1,1.1139896373056994,0.005208333333333334,,
saleh,0.0051813471502590676,193,1,1.1036269430051813,0.005208333333333334,,
br,0.0051813471502590676,193,1,1.1191709844559585,0.005208333333333334,,
current,0.005165289256198347,968,5,1.3915289256198347,0.005192107995846314,5.53,2.65
sa,0.005154639175257732,194,1,1.1185567010309279,0.0051813471502590676,,
given,0.005141388174807198,389,2,1.1311053984575836,0.00516795865633075,7.71,4.47
kong,0.0050933786078098476,589,3,1.2852292020373515,0.0051194539249146765,,
hong,0.00505902192242833,593,3,1.281618887015177,0.005084745762711864,,
several,0.005050505050505051,594,3,1.3451178451178452,0.005076142131979696,,
government,0.005035246727089627,993,5,1.4924471299093656,0.005060728744939271,3.65,3.63
neste,0.005,200,1,1.44,0.005025125628140704,,
mark,0.004987531172069825,401,2,1.3890274314214464,0.005012531328320802,,
partners,0.004975124378109453,402,2,1.2611940298507462,0.005,7.06,3.74
nearly,0.004975124378109453,201,1,1.0099502487562189,0.005,,
div,0.004975124378109453,201,1,1.1194029850746268,0.005,,
economic,0.004955401387512388,1009,5,1.292368681863231,0.0049800796812749,5.21,3.9
grain,0.004901960784313725,204,1,1.4362745098039216,0.0049261083743842365,5.79,1.58
prices,0.004859086491739553,1029,5,1.305150631681244,0.0048828125,5.12,3.42
rubbermaid,0.0048543689320388345,206,1,1.941747572815534,0.004878048780487805,,
opening,0.004830917874396135,207,1,1.1159420289855073,0.0048543689320388345,6.0,4.6
announced,0.004807692307692308,208,1,1.0721153846153846,0.004830917874396135,5.65,3.74
loans,0.004784688995215311,209,1,1.674641148325359,0.004807692307692308,4.25,3.21
banking,0.004739336492890996,422,2,1.552132701421801,0.004761904761904762,5.37,4.35
rise,0.004739336492890996,633,3,1.2464454976303319,0.004761904761904762,5.8,5.3
firms,0.00468384074941452,427,2,1.2131147540983607,0.004705882352941176,5.1,4.3
account,0.004672897196261682,214,1,1.0560747663551402,0.004694835680751173,5.29,3.8
interested,0.004672897196261682,214,1,1.3644859813084111,0.004694835680751173,7.18,4.53
properly,0.004672897196261682,214,1,1.0514018691588785,0.004694835680751173,,
handling,0.004672897196261682,214,1,1.1542056074766356,0.004694835680751173,5.6,3.63
stocks,0.004651162790697674,215,1,1.413953488372093,0.004672897196261682,5.41,3.74
abuses,0.004629629629629629,216,1,1.0277777777777777,0.004651162790697674,1.55,5.97
expectations,0.004608294930875576,217,1,1.3502304147465438,0.004629629629629629,6.25,4.67
may,0.004608294930875576,651,3,1.2350230414746544,0.004629629629629629,5.35,3.42
spokesman,0.004602991944764097,869,4,1.287686996547756,0.004624277456647399,4.9,2.89
matter,0.004545454545454545,220,1,1.3136363636363637,0.0045662100456621,5.7,3.79
ecus,0.004545454545454545,220,1,1.4727272727272727,0.0045662100456621,,
rapid,0.004524886877828055,221,1,1.1855203619909502,0.004545454545454546,4.5,6.26
subsidiary,0.0045045045045045045,444,2,1.1058558558558558,0.004524886877828054,4.8,3.45
days,0.004464285714285714,448,2,1.390625,0.004484304932735426,6.35,3.47
import,0.004454342984409799,449,2,1.3652561247216035,0.0044742729306487695,5.06,4.11
bills,0.004405286343612335,227,1,2.511013215859031,0.004424778761061948,3.3,4.16
offer,0.0043859649122807015,228,1,1.4035087719298245,0.004405286343612334,5.94,3.42
malaysian,0.0043859649122807015,228,1,1.456140350877193,0.004405286343612334,,
sales,0.0043821209465381246,1141,5,1.3496932515337423,0.0044014084507042256,5.95,5.74
spending,0.004366812227074236,229,1,1.4148471615720524,0.0043859649122807015,6.0,4.42
reuters,0.004366812227074236,916,4,1.2729257641921397,0.0043859649122807015,,
eduardo,0.004366812227074236,229,1,1.2096069868995634,0.0043859649122807015,,
stand,0.004273504273504274,234,1,1.2820512820512822,0.004291845493562232,5.35,2.95
new,0.004273504273504274,1638,7,1.2472527472527473,0.004291845493562232,7.95,5.11
holds,0.004273504273504274,234,1,1.2435897435897436,0.004291845493562232,6.24,5.11
rates,0.00425531914893617,705,3,1.1914893617021276,0.004273504273504274,5.58,3.75
considered,0.00423728813559322,236,1,1.4067796610169492,0.00425531914893617,6.44,2.75
start,0.00423728813559322,236,1,1.6483050847457628,0.00425531914893617,6.55,5.05
disruption,0.004219409282700422,237,1,1.0717299578059072,0.0042372881355932195,3.32,5.6
two,0.004216867469879518,1660,7,1.3349397590361445,0.004234724742891712,6.3,2.95
power,0.004201680672268907,238,1,1.281512605042017,0.004219409282700422,5.9,6.0
traders,0.0041841004184100415,478,2,1.1234309623430963,0.004201680672268907,5.72,3.58
earnings,0.004106776180698152,487,2,1.9691991786447638,0.004123711340206186,6.33,4.94
daily,0.0040650406504065045,246,1,1.3373983739837398,0.004081632653061225,5.85,4.44
major,0.004016064257028112,498,2,1.1666666666666667,0.004032258064516129,5.45,4.05
rebate,0.004,250,1,1.42,0.004016064257028113,,
income,0.004,250,1,1.184,0.004016064257028113,6.25,4.42
markets,0.003968253968253968,756,3,1.3253968253968254,0.00398406374501992,6.31,3.5
raw,0.003952569169960474,253,1,1.308300395256917,0.003968253968253968,4.37,5.1
disclosed,0.00392156862745098,255,1,1.1176470588235294,0.003937007874015748,4.0,4.18
three,0.0039164490861618795,766,3,1.2571801566579635,0.003931847968545216,5.35,3.38
feasibility,0.00390625,256,1,1.1484375,0.00392156862745098,,
share,0.0039032006245121,1281,5,1.5066354410616705,0.003918495297805642,6.47,3.11
could,0.003883495145631068,1030,4,1.2029126213592234,0.003898635477582846,6.25,3.32
electric,0.003875968992248062,258,1,1.5310077519379846,0.0038910505836575876,6.15,4.15
intervention,0.003875968992248062,258,1,1.4186046511627908,0.0038910505836575876,4.25,4.84
foreign,0.0038684719535783366,1034,4,1.4748549323017408,0.003883495145631068,5.05,5.5
well,0.003861003861003861,259,1,1.3204633204633205,0.003875968992248062,,
agriculture,0.003861003861003861,259,1,1.3281853281853282,0.003875968992248062,6.1,3.17
shipping,0.003861003861003861,259,1,1.2972972972972974,0.003875968992248062,5.6,4.35
forward,0.003861003861003861,259,1,1.3822393822393821,0.003875968992248062,,
north,0.0038314176245210726,261,1,1.4291187739463602,0.003846153846153846,5.82,2.05
seeking,0.003816793893129771,262,1,1.3931297709923665,0.0038314176245210726,6.37,3.84
unlikely,0.0038022813688212928,263,1,1.3193916349809887,0.0038167938931297713,3.85,4.1
allow,0.0038022813688212928,263,1,1.1254752851711027,0.0038167938931297713,6.17,3.0
outlook,0.003787878787878788,264,1,1.378787878787879,0.0038022813688212928,6.42,3.55
court,0.003787878787878788,264,1,1.106060606060606,0.0038022813688212928,3.53,4.32
gas,0.003787878787878788,264,1,1.3181818181818181,0.0038022813688212928,4.24,4.37
conditions,0.003787878787878788,264,1,1.378787878787879,0.0038022813688212928,4.2,4.15
levels,0.0037593984962406013,266,1,1.1428571428571428,0.0037735849056603774,5.71,2.21
industrial,0.003738317757009346,535,2,1.2429906542056075,0.0037523452157598503,4.65,4.39
agreed,0.0037313432835820895,268,1,1.037313432835821,0.0037453183520599247,7.11,3.55
indonesian,0.0037313432835820895,268,1,1.5261194029850746,0.0037453183520599247,,
back,0.003703703703703704,270,1,1.0185185185185186,0.0037174721189591076,4.8,2.39
period,0.0036900369003690036,271,1,1.3357933579335792,0.0037037037037037034,3.42,4.2
slow,0.003676470588235294,272,1,1.275735294117647,0.0036900369003690036,4.02,2.66
york,0.003663003663003663,273,1,1.032967032967033,0.003676470588235294,,
export,0.003656307129798903,547,2,1.1956124314442413,0.003669724770642202,4.95,3.65
bundesbank,0.0036101083032490976,277,1,1.5270758122743682,0.003623188405797102,,
day,0.0035971223021582736,278,1,1.2194244604316546,0.0036101083032490976,6.35,3.47
began,0.0035587188612099642,281,1,1.0533807829181494,0.0035714285714285713,6.71,2.84
number,0.0035460992907801418,282,1,1.375886524822695,0.0035587188612099642,5.75,3.33
largest,0.0035335689045936395,849,3,1.1755005889281507,0.0035460992907801418,5.45,5.35
says,0.003527336860670194,567,2,1.347442680776014,0.0035398230088495575,6.15,4.11
stock,0.0035211267605633804,852,3,1.2406103286384977,0.0035335689045936395,5.41,3.74
work,0.0034965034965034965,286,1,1.013986013986014,0.0035087719298245615,4.95,4.47
representative,0.0034965034965034965,286,1,1.0524475524475525,0.0035087719298245615,5.0,3.6
bid,0.0034904013961605585,573,2,1.1535776614310647,0.0035026269702276708,5.15,3.85
l,0.003472222222222222,288,1,1.09375,0.0034843205574912888,,
international,0.003468208092485549,865,3,1.3526011560693643,0.003480278422273782,5.68,3.83
go,0.0034482758620689655,290,1,1.1758620689655173,0.0034602076124567475,6.3,4.79
meetings,0.003436426116838488,291,1,1.2199312714776633,0.0034482758620689655,4.5,3.68
affairs,0.003424657534246575,292,1,1.1335616438356164,0.003436426116838488,2.68,5.4
profits,0.003424657534246575,292,1,1.0684931506849316,0.003436426116838488,6.9,5.25
deputy,0.0034129692832764505,293,1,1.31740614334471,0.0034246575342465756,5.3,4.2
industry,0.003355704697986577,894,3,1.1465324384787472,0.0033670033670033673,5.08,4.15
term,0.0033500837520938024,597,2,1.3182579564489112,0.003361344537815126,5.45,3.74
interest,0.003329633740288568,901,3,1.293007769145394,0.0033407572383073497,6.69,4.49
australia,0.0033076074972436605,907,3,1.2425578831312019,0.00331858407079646,,
pressure,0.0033003300330033004,303,1,1.046204620462046,0.0033112582781456954,3.52,4.42
provide,0.003278688524590164,305,1,1.0786885245901638,0.003289473684210526,6.63,4.9
transaction,0.003257328990228013,307,1,1.4104234527687296,0.0032679738562091504,5.25,3.9
parent,0.003257328990228013,307,1,1.1596091205211727,0.0032679738562091504,6.7,4.42
held,0.003246753246753247,308,1,1.2532467532467533,0.003257328990228013,6.24,5.11
might,0.0032258064516129032,310,1,1.1870967741935483,0.0032362459546925564,5.35,3.42
sides,0.0031847133757961785,314,1,1.267515923566879,0.0031948881789137383,5.25,3.37
benefit,0.0031645569620253164,316,1,1.2879746835443038,0.0031746031746031746,6.87,3.31
states,0.0030959752321981426,646,2,1.1222910216718267,0.0031055900621118015,,
sold,0.003067484662576687,326,1,1.322085889570552,0.003076923076923077,5.55,4.16
pay,0.0030627871362940277,653,2,1.245022970903522,0.0030721966205837174,6.2,4.68
ordinary,0.003048780487804878,328,1,1.0701219512195121,0.0030581039755351682,5.05,3.05
purchase,0.003048780487804878,328,1,1.295731707317073,0.0030581039755351682,6.37,5.21
month,0.0030257186081694403,661,2,1.254160363086233,0.0030349013657056147,5.89,3.53
materials,0.0030120481927710845,332,1,1.2349397590361446,0.003021148036253777,5.74,3.56
securities,0.003003003003003003,666,2,1.5045045045045045,0.0030120481927710845,6.3,4.11
disrupted,0.003003003003003003,333,1,1.0360360360360361,0.0030120481927710845,3.4,5.55
provisions,0.0029940119760479044,334,1,1.2574850299401197,0.003003003003003003,5.85,4.22
told,0.002987303958177745,1339,4,1.1859596713965646,0.00299625468164794,5.35,3.53
filed,0.002967359050445104,337,1,1.1543026706231454,0.0029761904761904765,5.59,3.32
substantial,0.0029585798816568047,338,1,1.044378698224852,0.002967359050445104,6.15,5.05
american,0.0029411764705882353,340,1,1.285294117647059,0.0029498525073746312,,
february,0.0029411764705882353,340,1,1.0176470588235293,0.0029498525073746312,,
sector,0.0029069767441860465,344,1,1.191860465116279,0.0029154518950437317,4.7,3.68
due,0.0029069767441860465,688,2,1.2732558139534884,0.0029154518950437317,4.78,4.55
minister,0.0028846153846153848,1040,3,1.166346153846154,0.0028929604628736743,5.0,3.63
lower,0.002840909090909091,352,1,1.2982954545454546,0.002849002849002849,,
currency,0.0028328611898017,706,2,1.3512747875354107,0.002840909090909091,5.89,4.56
economy,0.0028328611898017,706,2,1.3371104815864023,0.002840909090909091,3.75,5.37
commercial,0.0028169014084507044,355,1,1.076056338028169,0.002824858757062147,4.26,4.3
investment,0.0028142589118198874,1066,3,1.1397748592870545,0.002822201317027281,5.3,4.94
producer,0.0028089887640449437,356,1,1.047752808988764,0.002816901408450704,6.15,3.63
make,0.002777777777777778,360,1,1.2722222222222221,0.002785515320334262,6.2,3.42
say,0.0027548209366391185,726,2,1.1790633608815426,0.0027624309392265197,6.15,4.11
measures,0.0027472527472527475,364,1,1.2774725274725274,0.0027548209366391185,5.35,3.79
buy,0.0027472527472527475,364,1,1.2802197802197801,0.0027548209366391185,6.8,4.53
terms,0.002717391304347826,368,1,1.247282608695652,0.0027247956403269754,5.45,3.74
act,0.0027100271002710027,369,1,1.132791327913279,0.002717391304347826,5.75,4.16
long,0.002702702702702703,370,1,1.3918918918918919,0.0027100271002710027,,
council,0.0026595744680851063,376,1,1.1569148936170213,0.0026666666666666666,5.0,3.85
western,0.002631578947368421,380,1,1.1078947368421053,0.002638522427440633,5.47,4.53
plc,0.002617801047120419,382,1,1.0785340314136125,0.0026246719160104987,,
continue,0.002570694087403599,389,1,1.2339331619537275,0.002577319587628866,5.78,2.9
deficit,0.002544529262086514,393,1,1.2748091603053435,0.0025510204081632655,2.8,4.53
started,0.0025252525252525255,396,1,1.1111111111111112,0.002531645569620253,6.55,5.05
yesterday,0.002506265664160401,798,2,1.2205513784461153,0.0025125628140703514,,
saying,0.0024937655860349127,401,1,1.174563591022444,0.0024999999999999996,6.15,4.11
sources,0.0024875621890547263,804,2,1.085820895522388,0.0024937655860349127,5.53,4.5
likely,0.002484472049689441,805,2,1.186335403726708,0.0024906600249066007,6.85,4.37
better,0.0024752475247524753,404,1,1.1262376237623761,0.0024813895781637717,,
compared,0.002457002457002457,407,1,1.0196560196560196,0.0024630541871921183,5.1,3.65
expected,0.0024489795918367346,1225,3,1.1510204081632653,0.0024549918166939444,6.1,4.68
fall,0.0024449877750611247,409,1,1.2102689486552567,0.0024509803921568627,4.05,4.2
called,0.0024390243902439024,410,1,1.053658536585366,0.0024449877750611247,6.15,3.21
firm,0.002421307506053269,413,1,1.0920096852300243,0.0024271844660194177,5.1,4.3
group,0.0024183796856106408,827,2,1.2950423216444982,0.0024242424242424242,5.56,3.35
still,0.002369668246445498,422,1,1.180094786729858,0.0023752969121140144,,
secretary,0.002331002331002331,429,1,1.097902097902098,0.0023364485981308414,5.15,3.8
acquired,0.002325581395348837,430,1,1.1418604651162791,0.002331002331002331,5.5,4.79
national,0.002320185614849188,431,1,1.1438515081206497,0.002325581395348837,5.68,3.45
public,0.002277904328018223,439,1,1.0478359908883828,0.00228310502283105,5.47,3.21
sequestered,0.0022624434389140274,442,1,1.1221719457013575,0.0022675736961451248,,
planned,0.002232142857142857,448,1,1.1183035714285714,0.0022371364653243847,6.35,3.95
official,0.0022002200220022,909,2,1.1364136413641364,0.0022050716648291066,5.79,3.83
much,0.002197802197802198,455,1,1.0197802197802197,0.002202643171806167,,
want,0.002178649237472767,459,1,1.0849673202614378,0.0021834061135371182,5.9,5.37
already,0.0021691973969631237,461,1,1.1127982646420824,0.002173913043478261,,
decision,0.0021141649048625794,473,1,1.1035940803382664,0.00211864406779661,5.22,3.5
quoted,0.002109704641350211,474,1,1.1561181434599157,0.002114164904862579,6.06,2.88
sharply,0.002109704641350211,474,1,1.2257383966244726,0.002114164904862579,,
week,0.0020964360587002098,954,2,1.178197064989518,0.002100840336134454,5.45,3.0
low,0.0020876826722338203,479,1,1.1106471816283925,0.0020920502092050207,4.47,2.22
washington,0.0020833333333333333,480,1,1.175,0.0020876826722338203,,
production,0.002070393374741201,483,1,1.0165631469979297,0.0020746887966804984,6.0,4.38
capital,0.0020639834881320948,969,2,1.0505675954592364,0.0020682523267838674,5.21,3.29
years,0.002036659877800407,491,1,1.1608961303462322,0.002040816326530612,5.61,3.26
including,0.002028397565922921,493,1,1.002028397565923,0.002032520325203252,5.1,3.24
sell,0.002,500,1,1.138,0.002004008016032064,5.55,4.16
added,0.002,1000,2,1.103,0.002004008016032064,6.4,4.0
four,0.001996007984031936,501,1,1.1417165668662674,0.002,5.26,3.59
united,0.0019801980198019802,505,1,1.0158415841584159,0.001984126984126984,,
chairman,0.001949317738791423,1026,2,1.1569200779727096,0.001953125,5.45,3.67
ministry,0.001941747572815534,515,1,1.2893203883495146,0.0019455252918287936,5.09,3.58
tariffs,0.0019230769230769232,520,1,1.0480769230769231,0.001926782273603083,,
meet,0.0019011406844106464,526,1,1.1539923954372624,0.0019047619047619048,6.05,3.63
half,0.0018656716417910447,536,1,1.4253731343283582,0.001869158878504673,,
months,0.001851851851851852,540,1,1.1833333333333333,0.0018552875695732839,5.89,3.53
fund,0.0018450184501845018,542,1,1.1088560885608856,0.0018484288354898336,6.55,4.26
open,0.0018050541516245488,554,1,1.2184115523465704,0.0018083182640144667,6.1,4.16
seven,0.0017921146953405018,558,1,1.1756272401433692,0.0017953321364452422,5.05,3.42
december,0.0017667844522968198,566,1,1.0318021201413428,0.0017699115044247787,,
report,0.0017006802721088435,588,1,1.1394557823129252,0.0017035775127768312,4.71,3.58
asked,0.0016750418760469012,597,1,1.0100502512562815,0.0016778523489932888,6.1,3.58
recent,0.0016750418760469012,597,1,1.170854271356784,0.0016778523489932888,5.2,3.74
price,0.001669449081803005,599,1,1.1335559265442403,0.0016722408026755853,5.12,3.42
earlier,0.0016051364365971107,623,1,1.1412520064205458,0.001607717041800643,,
high,0.0016,625,1,1.064,0.0016025641025641027,5.85,4.17
take,0.0015698587127158557,637,1,1.098901098901099,0.0015723270440251573,4.75,4.68
commission,0.0015174506828528073,659,1,1.054628224582701,0.001519756838905775,5.7,4.79
since,0.0014947683109118087,669,1,1.0986547085201794,0.0014970059880239522,,
one,0.0013736263736263737,1456,2,1.1380494505494505,0.001375515818431912,6.3,2.89
philippine,0.0,104,0,1.0,0.0,,
placed,0.0,230,0,1.0,0.0,5.75,3.42
placing,0.0,29,0,1.0,0.0,5.75,3.42
voting,0.0,96,0,1.0,0.0,,
plannned,0.0,14,0,1.0,0.0,,
purchases,0.0,166,0,1.0,0.0,6.37,5.21
volkswagen,0.0,21,0,1.8571428571428572,0.0,,
pit,0.0,13,0,1.0,0.0,3.85,3.59
viviez,0.0,109,0,1.0,0.0,,
philippines,0.0,282,0,1.0,0.0,,
plunge,0.0,102,0,1.0,0.0,4.65,4.84
plus,0.0,194,0,1.0,0.0,,
vital,0.0,91,0,1.0,0.0,6.11,5.72
visits,0.0,78,0,1.0,0.0,6.82,3.89
visit,0.0,127,0,1.0,0.0,6.82,3.89
petrol,0.0,98,0,1.0,0.0,4.65,4.05
purpose,0.0,71,0,1.0,0.0,6.95,5.05
point,0.0,53,0,1.0,0.0,5.55,3.89
pointed,0.0,31,0,1.0,0.0,5.55,3.89
poison,0.0,87,0,1.0,0.0,2.14,6.08
pll,0.0,76,0,1.0,0.0,,
physical,0.0,113,0,1.0,0.0,5.74,5.5
vowg,0.0,23,0,1.0,0.0,,
purees,0.0,159,0,1.0,0.0,,
planting,0.0,171,0,1.0,0.0,7.05,3.63
plantings,0.0,106,0,1.0,0.0,,
pipe,0.0,102,0,1.0,0.0,4.75,3.78
purchasing,0.0,114,0,1.0,0.0,,
volatility,0.0,9,0,1.0,0.0,,
pledged,0.0,3,0,1.0,0.0,5.26,4.0
plans,0.0,362,0,1.0,0.0,6.35,3.95
volatile,0.0,53,0,1.0,0.0,3.58,5.16
planters,0.0,97,0,1.0,0.0,5.85,2.74
plentiful,0.0,21,0,1.0,0.0,,
pineapples,0.0,113,0,1.0,0.0,7.15,4.52
pills,0.0,86,0,1.0,0.0,4.25,3.6
phone,0.0,34,0,1.0,0.0,6.25,3.37
planted,0.0,112,0,1.0,0.0,7.05,3.63
volume,0.0,40,0,1.0,0.0,5.25,4.8
place,0.0,101,0,1.0594059405940595,0.0,5.75,3.42
piecemeal,0.0,30,0,1.0,0.0,,
vote,0.0,113,0,1.0,0.0,5.05,5.05
virtual,0.0,176,0,1.0,0.0,6.1,4.2
pickens,0.0,98,0,1.0,0.0,,
physicals,0.0,109,0,1.0,0.0,5.74,5.5
plenty,0.0,54,0,1.0,0.0,,
pipeline,0.0,105,0,1.0,0.0,5.05,4.15
played,0.0,37,0,1.0,0.0,7.55,4.11
planning,0.0,364,0,1.0,0.0,6.35,3.95
provision,0.0,9,0,1.0,0.0,5.85,4.22
violating,0.0,101,0,1.0,0.0,2.89,6.16
promotion,0.0,67,0,1.0,0.0,7.05,5.57
projections,0.0,19,0,1.0,0.0,5.25,3.58
projection,0.0,106,0,1.0,0.0,5.25,3.58
project,0.0,126,0,1.0,0.0,4.7,4.55
progressed,0.0,32,0,1.0,0.0,6.45,4.05
urges,0.0,27,0,1.0,0.0,5.1,5.47
programs,0.0,92,0,1.0,0.0,5.75,3.9
usually,0.0,68,0,1.0,0.0,,
programme,0.0,112,0,1.0,0.0,,
program,0.0,354,0,1.0,0.0,5.75,3.9
profitable,0.0,72,0,1.0,0.0,6.5,5.53
profitability,0.0,26,0,1.0,0.0,,
value,0.0,285,0,1.143859649122807,0.0,7.3,5.65
valued,0.0,80,0,1.0,0.0,7.3,5.65
proxy,0.0,104,0,1.0,0.0,4.95,3.26
productive,0.0,135,0,1.0,0.0,7.26,4.74
productions,0.0,98,0,1.0,0.0,6.0,4.38
product,0.0,230,0,1.0,0.0,5.5,3.65
producing,0.0,205,0,1.0,0.0,7.0,3.33
produces,0.0,35,0,1.0,0.0,7.0,3.33
producers,0.0,157,0,1.0,0.0,6.15,3.63
produced,0.0,73,0,1.0,0.0,7.0,3.33
vancouver,0.0,103,0,1.0,0.0,,
processor,0.0,52,0,1.0,0.0,5.26,3.5
promised,0.0,75,0,1.0,0.0,6.8,3.79
prompt,0.0,108,0,1.0,0.0,6.37,2.95
process,0.0,89,0,1.0,0.0,5.63,3.9
proper,0.0,131,0,1.0,0.0,5.89,3.22
province,0.0,152,0,1.0,0.0,5.14,3.26
provided,0.0,172,0,1.0,0.0,6.63,4.9
protesting,0.0,102,0,1.0,0.0,4.6,4.47
protective,0.0,30,0,1.0,0.0,6.53,4.18
protectionist,0.0,56,0,1.0,0.0,,
protected,0.0,45,0,1.0,0.0,6.95,3.66
proximity,0.0,105,0,1.0,0.0,4.61,4.17
protect,0.0,37,0,1.0,0.0,7.0,3.74
use,0.0,200,0,1.0,0.0,5.1,3.79
prospects,0.0,98,0,1.0,0.0,5.74,3.83
prospective,0.0,100,0,1.0,0.0,5.7,4.58
proposing,0.0,109,0,1.0,0.0,6.35,5.0
used,0.0,280,0,1.0,0.0,5.1,3.79
proposed,0.0,506,0,1.0,0.0,6.35,5.0
propose,0.0,84,0,1.0,0.0,6.35,5.0
usda,0.0,79,0,1.0,0.0,,
us,0.0,246,0,1.0,0.0,,
proposals,0.0,137,0,1.0,0.0,5.45,4.58
users,0.0,130,0,1.0,0.0,3.68,3.33
proposal,0.0,261,0,1.0,0.0,5.45,4.58
using,0.0,3,0,1.0,0.0,5.1,3.79
property,0.0,32,0,1.53125,0.0,5.74,4.75
properties,0.0,82,0,1.0,0.0,5.74,4.75
processed,0.0,68,0,1.0,0.0,5.63,3.9
various,0.0,81,0,1.0,0.0,5.35,3.62
polled,0.0,68,0,1.0,0.0,4.85,4.16
prepared,0.0,255,0,1.0,0.0,5.45,4.15
preliminary,0.0,77,0,1.0,0.0,4.95,3.84
preference,0.0,100,0,1.0,0.0,6.15,4.26
predicted,0.0,78,0,1.0,0.0,6.15,4.83
predict,0.0,76,0,1.5526315789473684,0.0,6.15,4.83
vessels,0.0,162,0,1.0,0.0,5.32,3.9
vice,0.0,104,0,1.0,0.0,3.9,3.89
pouring,0.0,19,0,1.0,0.0,5.16,3.35
vicious,0.0,89,0,1.0,0.0,2.33,6.71
potential,0.0,195,0,1.0,0.0,6.95,3.74
post,0.0,24,0,1.0,0.0,5.05,3.58
possibly,0.0,275,0,1.0,0.0,,
victoria,0.0,195,0,1.0,0.0,,
possible,0.0,321,0,1.0,0.0,7.1,3.79
position,0.0,195,0,1.0512820512820513,0.0,5.53,3.42
video,0.0,98,0,1.0,0.0,6.4,4.8
pull,0.0,41,0,1.0,0.0,5.85,4.0
pulp,0.0,249,0,1.0,0.0,4.79,3.37
portugal,0.0,84,0,1.0,0.0,,
view,0.0,158,0,1.1329113924050633,0.0,6.53,3.3
portion,0.0,4,0,1.0,0.0,5.32,3.25
violate,0.0,105,0,1.0,0.0,2.89,6.16
violated,0.0,216,0,1.0,0.0,2.89,6.16
pond,0.0,103,0,1.0,0.0,6.4,1.89
premiums,0.0,81,0,1.0,0.0,7.1,5.32
version,0.0,26,0,1.0,0.0,5.3,3.32
procedural,0.0,30,0,1.0,0.0,4.85,3.68
preside,0.0,82,0,1.0,0.0,,
vastly,0.0,27,0,1.0,0.0,,
problem,0.0,34,0,1.0,0.0,3.21,4.79
probably,0.0,208,0,1.0,0.0,,
vegetables,0.0,111,0,1.0,0.0,6.63,3.58
prior,0.0,233,0,1.0,0.0,4.35,3.15
vehicles,0.0,82,0,1.0,0.0,5.9,4.74
print,0.0,27,0,1.0,0.0,5.65,2.6
principles,0.0,89,0,1.0,0.0,5.5,2.95
prime,0.0,188,0,1.0,0.0,6.05,4.78
primary,0.0,263,0,1.0,0.0,5.44,3.22
petitioning,0.0,107,0,1.0,0.0,4.95,3.21
previously,0.0,316,0,1.0,0.0,,
previous,0.0,246,0,1.0,0.0,4.75,3.3
pty,0.0,105,0,1.0,0.0,,
prevented,0.0,162,0,1.0,0.0,5.25,4.35
provinces,0.0,102,0,1.0,0.0,5.14,3.26
prevent,0.0,415,0,1.0,0.0,5.25,4.35
pretax,0.0,122,0,1.0,0.0,,
