word,recall_probability,count,recalls,avg_frequency,need_odds
implementing,0.003389830508474576,295,1,1.4203389830508475,0.003401360544217687
undertakings,0.003389830508474576,295,1,1.416949152542373,0.003401360544217687
meet,0.0033879164313946925,1771,6,1.5979672501411633,0.0033994334277620396
today,0.0033834586466165413,5320,18,1.4887218045112782,0.0033949453036589963
lloyds,0.003367003367003367,297,1,1.7205387205387206,0.003378378378378378
associated,0.0033613445378151263,595,2,1.3529411764705883,0.0033726812816188873
analysts,0.0033607169529499626,2678,9,1.5765496639283048,0.0033720494567253652
dividend,0.0033579583613163196,2978,10,1.7293485560779047,0.0033692722371967657
accepts,0.003355704697986577,298,1,1.6476510067114094,0.0033670033670033673
disputes,0.0033222591362126247,301,1,1.435215946843854,0.0033333333333333335
cubic,0.0033222591362126247,301,1,1.255813953488372,0.0033333333333333335
employees,0.0033222591362126247,301,1,1.4285714285714286,0.0033333333333333335
group,0.0033209611252197693,5119,17,1.6294198085563587,0.0033320266562132496
australia,0.003320420586607637,1807,6,1.4792473713337022,0.003331482509716824
daily,0.0033195020746887966,1205,4,1.9800829875518673,0.003330557868442964
uchida,0.0033112582781456954,302,1,1.033112582781457,0.0033222591362126247
current,0.0033052884615384615,3328,11,1.4561298076923077,0.003316249623153452
payout,0.0032948929159802307,607,2,1.57331136738056,0.0033057851239669425
house,0.0032615786040443573,1533,5,1.467710371819961,0.0032722513089005235
export,0.003260869565217391,1840,6,1.4842391304347826,0.003271537622682661
states,0.0032562683165092803,3071,10,1.2412894822533376,0.003266906239790918
engine,0.003246753246753247,308,1,1.2597402597402598,0.003257328990228013
properly,0.003236245954692557,309,1,1.4077669902912622,0.003246753246753247
tonne,0.0032310177705977385,619,2,1.5993537964458804,0.003241491085899514
insurance,0.0032292787944025836,929,3,2.1517761033369216,0.0032397408207343417
abuses,0.003205128205128205,312,1,1.391025641025641,0.003215434083601286
pact,0.003205128205128205,936,3,1.1217948717948718,0.003215434083601286
booming,0.003205128205128205,312,1,1.5032051282051282,0.003215434083601286
issues,0.0032,625,2,1.224,0.0032102728731942215
metal,0.003194888178913738,313,1,1.6964856230031948,0.003205128205128205
welcomed,0.003194888178913738,313,1,1.4920127795527156,0.003205128205128205
short,0.003194888178913738,939,3,1.3887113951011714,0.003205128205128205
div,0.0031821797931583136,2514,8,1.7521877486077964,0.0031923383878691143
sought,0.0031746031746031746,315,1,1.3047619047619048,0.0031847133757961785
two,0.0031735426757975613,5987,19,1.4379488892600634,0.003183646112600536
new,0.0031669431458301914,6631,21,1.4400542904539284,0.003177004538577912
four,0.0031628887717448603,1897,6,1.3642593568792831,0.0031729243786356425
requirement,0.00315955766192733,633,2,1.5576619273301737,0.003169572107765452
possibilities,0.0031545741324921135,317,1,1.3186119873817035,0.0031645569620253164
role,0.0031446540880503146,318,1,1.4811320754716981,0.003154574132492114
problems,0.0031380753138075313,956,3,1.5658995815899581,0.003147953830010493
attention,0.003125,320,1,1.0,0.0031347962382445144
computer,0.003125,320,1,1.2,0.0031347962382445144
money,0.0031088082901554403,2895,9,1.5906735751295338,0.0031185031185031187
bond,0.0030959752321981426,969,3,1.9071207430340558,0.0031055900621118015
west,0.0030892801977139327,3237,10,1.4346617238183503,0.0030988534242330336
private,0.0030721966205837174,651,2,1.30568356374808,0.003081664098613251
better,0.0030721966205837174,651,2,1.2580645161290323,0.003081664098613251
downturn,0.003067484662576687,326,1,1.4478527607361964,0.003076923076923077
common,0.0030659172202350538,1957,6,1.4731732243229432,0.0030753459764223477
way,0.0030627871362940277,653,2,1.2327718223583461,0.0030721966205837174
kuroda,0.0030581039755351682,654,2,2.3516819571865444,0.003067484662576687
germany,0.003037667071688943,1646,5,1.416767922235723,0.0030469226081657527
sale,0.0030329289428076256,2308,7,1.557625649913345,0.003042155584528466
spending,0.0030303030303030303,990,3,1.3181818181818181,0.00303951367781155
via,0.0030303030303030303,330,1,1.5545454545454545,0.00303951367781155
sectors,0.0030211480362537764,331,1,1.0211480362537764,0.0030303030303030303
duties,0.0030211480362537764,331,1,1.2658610271903323,0.0030303030303030303
profitable,0.0030211480362537764,331,1,1.5468277945619335,0.0030303030303030303
german,0.003019627579265224,1987,6,1.5269250125817815,0.003028773346794548
thai,0.003003003003003003,333,1,1.2822822822822824,0.0030120481927710845
france,0.00298804780876494,1004,3,1.4432270916334662,0.002997002997002997
board,0.0029838022165387893,2346,7,1.6342710997442456,0.002992731936725096
programs,0.0029585798816568047,676,2,1.4038461538461537,0.002967359050445104
could,0.0029308323563892145,5118,15,1.297577178585385,0.0029394473838918285
medical,0.002926829268292683,1025,3,1.7629268292682927,0.0029354207436399216
spokesman,0.0029248318221702253,3419,10,1.3366481427317929,0.002933411557641537
vulcan,0.0029239766081871343,342,1,1.8304093567251463,0.0029325513196480934
ending,0.002902757619738752,689,2,1.1959361393323658,0.002911208151382824
policy,0.002899751449875725,2414,7,1.4821872410936205,0.0029081844619858748
deposits,0.002894356005788712,691,2,1.3241678726483357,0.0029027576197387514
free,0.0028873917228103944,1039,3,1.6179018286814244,0.0028957528957528956
hotel,0.002881844380403458,347,1,1.9913544668587897,0.002890173410404624
penetrate,0.002881844380403458,347,1,1.2363112391930835,0.002890173410404624
confident,0.0028735632183908046,348,1,1.2471264367816093,0.0028818443804034585
american,0.002861230329041488,2796,8,1.605865522174535,0.0028694404591104736
ago,0.002860411899313501,1748,5,1.208237986270023,0.0028686173264486515
lawmakers,0.002857142857142857,350,1,1.5342857142857143,0.0028653295128939827
accrual,0.0028530670470756064,701,2,1.55206847360913,0.002861230329041488
officials,0.0028328611898017,2471,7,1.518008903278025,0.002840909090909091
senate,0.0028328611898017,1059,3,1.6062322946175638,0.002840909090909091
economists,0.0028328611898017,353,1,1.5977337110481586,0.002840909090909091
capital,0.002827854365500177,2829,8,1.2113821138211383,0.002835873803615739
real,0.002827521206409048,1061,3,1.173421300659755,0.002835538752362949
spokeswoman,0.002824858757062147,354,1,1.1355932203389831,0.0028328611898017
additional,0.002824858757062147,354,1,1.6101694915254237,0.0028328611898017
currency,0.00282326369282891,1771,5,1.4884246188594015,0.0028312570781426952
pretax,0.0028149190710767065,1421,4,1.6389866291344124,0.002822865208186309
abegglen,0.0028011204481792717,357,1,1.0868347338935573,0.0028089887640449437
adjusting,0.002793296089385475,358,1,1.4720670391061452,0.0028011204481792717
source,0.002785515320334262,718,2,1.4038997214484679,0.002793296089385475
leaving,0.002777777777777778,360,1,1.1222222222222222,0.002785515320334262
extend,0.002777777777777778,360,1,1.1916666666666667,0.002785515320334262
restructuring,0.002775850104094379,1441,4,1.3136710617626648,0.0027835768963117608
growing,0.0027662517289073307,723,2,1.1756569847856155,0.0027739251040221915
world,0.00276529554096094,2893,8,1.2900103698582785,0.0027729636048526864
leaders,0.0027624309392265192,362,1,1.2320441988950277,0.002770083102493075
monitor,0.0027472527472527475,364,1,1.9615384615384615,0.0027548209366391185
aggregates,0.0027472527472527475,364,1,1.5137362637362637,0.0027548209366391185
competition,0.00273224043715847,366,1,1.2185792349726776,0.0027397260273972603
per,0.0027113630761646536,4057,11,1.519102785309342,0.002718734552644587
forces,0.0027063599458728013,739,2,1.4330175913396481,0.00271370420624152
flat,0.002702702702702703,370,1,1.4297297297297298,0.0027100271002710027
ventures,0.002702702702702703,370,1,1.3594594594594596,0.0027100271002710027
budget,0.002688172043010753,744,2,1.9381720430107527,0.0026954177897574125
sell,0.0026785714285714286,2240,6,1.5209821428571428,0.0026857654431512983
comment,0.0026720106880427524,1497,4,1.74749498997996,0.002679169457468185
approved,0.0026695141484249867,1873,5,1.4895888948211427,0.0026766595289079227
britain,0.002652519893899204,1508,4,1.356763925729443,0.0026595744680851063
term,0.002652519893899204,2262,6,1.4610963748894783,0.0026595744680851063
days,0.0026455026455026454,756,2,1.5066137566137565,0.002652519893899204
output,0.0026437541308658294,1513,4,1.5499008592200925,0.0026507620941020544
members,0.0026437541308658294,1513,4,1.4917382683410443,0.0026507620941020544
economist,0.002638522427440633,379,1,1.0527704485488127,0.0026455026455026454
faced,0.002638522427440633,379,1,1.2348284960422165,0.0026455026455026454
possible,0.0026338893766461808,1139,3,1.2686567164179106,0.002640845070422535
liquidity,0.002631578947368421,380,1,1.4552631578947368,0.002638522427440633
totaled,0.0026246719160104987,381,1,1.5433070866141732,0.002631578947368421
properties,0.002617801047120419,764,2,1.4031413612565444,0.0026246719160104987
considered,0.002617801047120419,382,1,1.5287958115183247,0.0026246719160104987
protest,0.002617801047120419,382,1,1.2591623036649215,0.0026246719160104987
expected,0.002585649644473174,4641,12,1.376642964878259,0.002592352559948153
electric,0.0025823111684958036,1549,4,1.8799225306649452,0.0025889967637540453
increase,0.0025715204114432656,3111,8,1.44101575056252,0.0025781501772478245
thailand,0.002570694087403599,389,1,1.5244215938303343,0.002577319587628866
agricultural,0.002570694087403599,389,1,1.275064267352185,0.002577319587628866
three,0.00256986829424992,3113,8,1.4131063283006746,0.0025764895330112722
wilson,0.0025575447570332483,391,1,1.5166240409207161,0.0025641025641025645
data,0.002553191489361702,1175,3,1.4170212765957446,0.002559726962457338
week,0.0025466893039049238,3534,9,1.2843803056027165,0.0025531914893617024
expenses,0.0025380710659898475,788,2,1.4492385786802031,0.0025445292620865138
beef,0.0025380710659898475,788,2,1.9695431472081217,0.0025445292620865138
adjusted,0.002531645569620253,395,1,1.0632911392405062,0.002538071065989848
act,0.002527379949452401,1187,3,1.2931760741364786,0.002533783783783784
start,0.0025210084033613447,1190,3,1.3184873949579832,0.002527379949452401
j,0.0025157232704402514,795,2,2.0075471698113208,0.0025220680958385876
ways,0.002512562814070352,398,1,1.2261306532663316,0.0025188916876574307
industrial,0.002512562814070352,2388,6,1.4355108877721943,0.0025188916876574307
hit,0.002506265664160401,798,2,1.1328320802005012,0.0025125628140703514
economy,0.0025,2400,6,1.2779166666666666,0.002506265664160401
say,0.0024975024975024975,2002,5,1.1143856143856143,0.002503755633450175
malaysian,0.0024937655860349127,401,1,1.5037406483790523,0.0024999999999999996
told,0.002488038277511962,5225,13,1.3714832535885166,0.0024942440521872602
businesses,0.002486325211337643,2011,5,1.3595226255594233,0.0024925224327018943
banking,0.002482929857231533,1611,4,1.5381750465549349,0.002489110143123833
plastics,0.0024752475247524753,808,2,1.0408415841584158,0.0024813895781637717
department,0.0024706609017912293,1619,4,1.455219271155034,0.002476780185758514
co,0.0024691358024691358,4860,12,1.4022633744855968,0.0024752475247524753
negotiating,0.0024600246002460025,813,2,1.4464944649446494,0.002466091245376079
results,0.0024600246002460025,1626,4,1.530750307503075,0.002466091245376079
rise,0.0024441340782122905,2864,7,1.3090083798882681,0.0024501225061253065
movements,0.0024390243902439024,410,1,1.5048780487804878,0.0024449877750611247
total,0.002422145328719723,2890,7,1.171280276816609,0.002428026361429067
entered,0.002421307506053269,413,1,1.387409200968523,0.0024271844660194177
appreciation,0.002421307506053269,413,1,1.2058111380145278,0.0024271844660194177
taxes,0.0024183796856106408,827,2,1.449818621523579,0.0024242424242424242
feasibility,0.0024096385542168677,415,1,1.3325301204819278,0.002415458937198068
prior,0.002403020940611054,2913,7,1.5509783728115345,0.0024088093599449415
around,0.002398081534772182,2919,7,1.2898252826310381,0.0024038461538461535
committee,0.0023894862604540022,1674,4,1.364994026284349,0.0023952095808383233
soybean,0.002386634844868735,419,1,2.1121718377088308,0.002392344497607656
traded,0.002386634844868735,419,1,1.4797136038186158,0.002392344497607656
half,0.002385211687537269,1677,4,1.5313059033989267,0.002390914524805738
gghf,0.002380952380952381,420,1,1.3952380952380952,0.002386634844868735
march,0.0023803226659613857,3781,9,1.3313938111610686,0.002386002120890774
tobacco,0.0023752969121140144,421,1,2.5605700712589075,0.002380952380952381
necessary,0.0023752969121140144,421,1,1.1401425178147269,0.002380952380952381
merger,0.0023752969121140144,1263,3,1.4718923198733176,0.002380952380952381
round,0.002347417840375587,426,1,1.6619718309859155,0.0023529411764705885
bancorp,0.00234192037470726,427,1,1.215456674473068,0.002347417840375587
saying,0.0023391812865497076,855,2,1.3146198830409357,0.002344665885111372
restated,0.002336448598130841,428,1,1.3621495327102804,0.00234192037470726
reduce,0.002329916123019571,2146,5,1.2096924510717615,0.002335357309668379
avg,0.0023296447291788003,1717,4,1.5760046592894583,0.002335084646818447
acquisition,0.002328288707799767,2577,6,1.5316259216142802,0.002333722287047841
hike,0.002325581395348837,430,1,1.4372093023255814,0.002331002331002331
largest,0.002319109461966605,2156,5,1.3153988868274582,0.0023245002324500234
purchase,0.002310803004043905,1731,4,1.3720392836510686,0.0023161551823972205
owned,0.002310803004043905,1731,4,1.2611207394569612,0.0023161551823972205
matter,0.0023094688221709007,433,1,1.3879907621247114,0.0023148148148148147
medium,0.0022935779816513763,872,2,1.371559633027523,0.002298850574712644
john,0.002288329519450801,874,2,1.1693363844393592,0.0022935779816513763
crucial,0.002288329519450801,437,1,1.091533180778032,0.0022935779816513763
one,0.002285341168788769,6126,14,1.346718903036239,0.0022905759162303663
ramon,0.00228310502283105,438,1,1.1210045662100456,0.002288329519450801
stopped,0.00228310502283105,438,1,1.4543378995433789,0.002288329519450801
operating,0.002279981760145919,2193,5,1.449156406748746,0.0022851919561243145
connection,0.002277904328018223,439,1,1.3530751708428246,0.00228310502283105
handling,0.002277904328018223,439,1,1.387243735763098,0.00228310502283105
little,0.002276176024279211,1318,3,1.3361153262518968,0.0022813688212927757
resume,0.0022727272727272726,440,1,1.4772727272727273,0.002277904328018223
stand,0.0022675736961451248,441,1,1.3718820861678005,0.002272727272727273
opening,0.0022624434389140274,442,1,1.079185520361991,0.0022675736961451248
class,0.002257336343115124,443,1,1.325056433408578,0.002262443438914027
concerned,0.0022522522522522522,444,1,1.2657657657657657,0.002257336343115124
cent,0.0022471910112359553,445,1,1.3910112359550562,0.0022522522522522522
threshold,0.0022471910112359553,445,1,1.4629213483146069,0.0022522522522522522
agreed,0.00224517287831163,2227,5,1.3700044903457567,0.0022502250225022503
long,0.00224517287831163,2227,5,1.3282442748091603,0.0022502250225022503
particularly,0.0022371364653243847,894,2,1.1644295302013423,0.002242152466367713
overseas,0.0022371364653243847,447,1,1.2170022371364653,0.002242152466367713
rose,0.0022346368715083797,1790,4,1.0865921787709498,0.0022396416573348264
currencies,0.002232142857142857,896,2,1.1997767857142858,0.0022371364653243847
services,0.0022311468094600626,2241,5,1.4975457385095938,0.0022361359570661895
view,0.002229654403567447,897,2,1.471571906354515,0.00223463687150838
offer,0.002228826151560178,1346,3,1.199851411589896,0.0022338049143708115
mining,0.002224694104560623,899,2,1.671857619577308,0.002229654403567447
declares,0.0022172949002217295,451,1,1.3658536585365855,0.0022222222222222222
johnston,0.002207505518763797,453,1,1.3664459161147904,0.0022123893805309734
sa,0.002207505518763797,453,1,1.271523178807947,0.0022123893805309734
authorized,0.0022026431718061676,454,1,1.0462555066079295,0.0022075055187637973
lot,0.002197802197802198,455,1,1.1054945054945056,0.002202643171806167
disruption,0.002173913043478261,460,1,1.3369565217391304,0.002178649237472767
positions,0.002173913043478261,460,1,1.3065217391304347,0.002178649237472767
plan,0.002168021680216802,1845,4,1.3533875338753387,0.0021727322107550242
worldwide,0.0021645021645021645,462,1,1.3874458874458875,0.0021691973969631237
earned,0.002162162162162162,925,2,1.4043243243243244,0.0021668472372697724
speech,0.0021598272138228943,463,1,1.0583153347732182,0.0021645021645021645
require,0.0021598272138228943,926,2,1.0896328293736501,0.0021645021645021645
spent,0.0021598272138228943,463,1,1.2894168466522677,0.0021645021645021645
considering,0.0021390374331550803,935,2,1.1978609625668448,0.0021436227224008574
transaction,0.002136752136752137,1404,3,1.3447293447293447,0.0021413276231263384
kenneth,0.0021321961620469083,469,1,1.3603411513859276,0.002136752136752137
consortium,0.0021321961620469083,469,1,1.394456289978678,0.002136752136752137
hostile,0.002127659574468085,470,1,1.3595744680851063,0.0021321961620469083
estate,0.002127659574468085,470,1,1.2127659574468086,0.0021321961620469083
calendar,0.0021253985122210413,941,2,1.0786397449521785,0.0021299254526091584
income,0.002124269782262347,1883,4,1.4413170472650028,0.0021287919105907396
profits,0.002124269782262347,1883,4,1.300584174190122,0.0021287919105907396
finance,0.00211864406779661,1888,4,1.5593220338983051,0.0021231422505307855
proposal,0.0020898641588296763,957,2,1.1389759665621735,0.0020942408376963353
crops,0.0020833333333333333,480,1,1.3041666666666667,0.0020876826722338203
systems,0.002079002079002079,481,1,1.3804573804573805,0.0020833333333333333
quoted,0.0020768431983385254,963,2,1.2824506749740394,0.002081165452653486
fob,0.0020491803278688526,488,1,1.1905737704918034,0.002053388090349076
gain,0.002044989775051125,1956,4,1.6349693251533743,0.0020491803278688526
overnight,0.002044989775051125,489,1,1.574642126789366,0.0020491803278688526
trades,0.002044989775051125,489,1,1.2229038854805725,0.0020491803278688526
malaysia,0.0020408163265306124,490,1,2.053061224489796,0.002044989775051125
filed,0.002036659877800407,491,1,1.3991853360488797,0.002040816326530612
traditional,0.0020325203252032522,492,1,1.1747967479674797,0.0020366598778004076
sides,0.0020325203252032522,492,1,1.306910569105691,0.0020366598778004076
reuters,0.0020316944331572532,2461,5,1.4160910199106054,0.002035830618892508
five,0.0020316027088036117,4430,9,1.3051918735891648,0.002035738520696675
producer,0.002017145738779627,1983,4,1.3141704488149268,0.00202122283981809
believes,0.002012072434607646,497,1,1.0301810865191148,0.002016129032258065
general,0.002012072434607646,2982,6,1.42018779342723,0.002016129032258065
negotiations,0.002006688963210702,1495,3,1.317056856187291,0.002010723860589812
kong,0.0020060180541624875,997,2,1.7392176529588765,0.002010050251256281
hong,0.002,1000,2,1.735,0.002004008016032064
italian,0.002,500,1,2.052,0.002004008016032064
opened,0.001996007984031936,501,1,1.2714570858283434,0.002
minister,0.0019943019943019944,3510,7,1.476923076923077,0.0019982871824150727
modest,0.001984126984126984,504,1,1.3234126984126984,0.0019880715705765406
protectionist,0.0019801980198019802,505,1,1.1326732673267326,0.001984126984126984
standing,0.001968503937007874,508,1,1.1200787401574803,0.0019723865877712033
pressures,0.001968503937007874,508,1,1.3937007874015748,0.0019723865877712033
stocks,0.001968503937007874,508,1,1.3838582677165354,0.0019723865877712033
owns,0.0019455252918287938,514,1,1.3540856031128405,0.0019493177387914231
loan,0.001943634596695821,1029,2,1.4839650145772594,0.0019474196689386561
progress,0.001937984496124031,516,1,1.2383720930232558,0.001941747572815534
reported,0.0019278435692646654,3631,7,1.2087579179289452,0.0019315673289183224
area,0.0019267822736030828,519,1,1.0211946050096339,0.0019305019305019305
shimbun,0.0019230769230769232,520,1,1.1096153846153847,0.001926782273603083
however,0.0019166267369429804,2087,4,1.092477240057499,0.0019203072491598655
solve,0.0019120458891013384,523,1,1.2466539196940727,0.0019157088122605363
hold,0.001910828025477707,1570,3,1.1707006369426751,0.0019144862795149968
official,0.0019096117122851686,3142,6,1.2558879694462126,0.001913265306122449
venture,0.0019047619047619048,525,1,1.4533333333333334,0.0019083969465648854
announcement,0.0019047619047619048,525,1,1.3466666666666667,0.0019083969465648854
depreciation,0.0019011406844106464,526,1,1.44106463878327,0.0019047619047619048
pre,0.0019011406844106464,1578,3,1.285171102661597,0.0019047619047619048
producing,0.001893939393939394,528,1,1.1401515151515151,0.0018975332068311198
intended,0.0018832391713747645,531,1,1.0998116760828625,0.0018867924528301887
financial,0.0018789928598271326,2661,5,1.3025178504321684,0.0018825301204819277
practice,0.0018726591760299626,534,1,1.097378277153558,0.001876172607879925
diplomatic,0.001869158878504673,535,1,1.1869158878504673,0.0018726591760299626
domestic,0.0018665422305179655,2143,4,1.1782547830144656,0.0018700327255726976
seeking,0.0018656716417910447,1072,2,1.2238805970149254,0.001869158878504673
non,0.001863932898415657,2146,4,1.3681267474370922,0.0018674136321195146
spotlight,0.0018552875695732839,539,1,1.2133580705009277,0.001858736059479554
panel,0.0018450184501845018,542,1,1.1254612546125462,0.0018484288354898336
third,0.0018450184501845018,1084,2,1.6374538745387455,0.0018484288354898336
interested,0.001841620626151013,543,1,1.3480662983425415,0.001845018450184502
deputy,0.001841620626151013,543,1,1.3720073664825045,0.001845018450184502
actions,0.001841620626151013,543,1,1.1896869244935544,0.001845018450184502
june,0.001830831197363603,2731,5,1.187477114610033,0.001834189288334556
approximately,0.0018248175182481751,548,1,1.1532846715328466,0.0018281535648994513
gatt,0.0018248175182481751,548,1,1.677007299270073,0.0018281535648994513
chairman,0.001823985408116735,4386,8,1.2393980848153214,0.001827318410232983
nine,0.0018148820326678765,2755,5,1.287114337568058,0.0018181818181818182
subject,0.0018066847335140017,1107,2,1.1616982836495031,0.0018099547511312216
benefit,0.0018050541516245488,554,1,1.3447653429602888,0.0018083182640144667
coming,0.0018050541516245488,554,1,1.1407942238267148,0.0018083182640144667
february,0.0017985611510791368,1668,3,1.2002398081534773,0.0018018018018018018
shrs,0.0017985611510791368,1668,3,1.5179856115107915,0.0018018018018018018
limiting,0.0017921146953405018,558,1,1.2150537634408602,0.0017953321364452422
reduced,0.0017857142857142857,560,1,1.25,0.0017889087656529517
affected,0.0017857142857142857,560,1,1.0982142857142858,0.0017889087656529517
average,0.0017825311942959,1122,2,1.1042780748663101,0.0017857142857142857
kilos,0.0017793594306049821,562,1,1.3078291814946619,0.0017825311942959
industries,0.0017667844522968198,1698,3,1.4452296819787986,0.0017699115044247787
calls,0.0017667844522968198,1132,2,1.239399293286219,0.0017699115044247787
international,0.0017543859649122807,4560,8,1.2605263157894737,0.001757469244288225
petroleum,0.0017513134851138354,571,1,1.1436077057793346,0.0017543859649122807
low,0.0017376194613379669,1151,2,1.101650738488271,0.0017406440382941688
feet,0.0017301038062283738,578,1,1.1314878892733564,0.001733102253032929
higher,0.0017241379310344827,2320,4,1.2801724137931034,0.0017271157167530224
qtly,0.0017115960633290544,2337,4,1.292255027813436,0.0017145306472353193
reached,0.0017094017094017094,1170,2,1.2435897435897436,0.0017123287671232876
important,0.0017064846416382253,1172,2,1.3438566552901023,0.0017094017094017094
conditions,0.0017035775127768314,587,1,1.3492333901192504,0.0017064846416382253
deal,0.0017035775127768314,587,1,1.1635434412265757,0.0017064846416382253
delay,0.0016863406408094434,593,1,1.148397976391231,0.001689189189189189
added,0.0016759776536312849,3580,6,1.1402234636871509,0.0016787912702853943
make,0.0016722408026755853,1196,2,1.2993311036789297,0.0016750418760469012
nation,0.0016666666666666668,600,1,1.07,0.0016694490818030053
investors,0.0016570008285004142,1207,2,1.4225352112676057,0.0016597510373443983
predicted,0.0016420361247947454,609,1,1.1067323481116584,0.001644736842105263
companies,0.0016318537859007832,3064,5,1.1635117493472584,0.0016345210853220007
technology,0.0016313213703099511,613,1,1.2267536704730833,0.0016339869281045752
adding,0.0016273393002441008,1229,2,1.290480065093572,0.0016299918500407497
diversify,0.0016233766233766235,616,1,1.349025974025974,0.0016260162601626018
court,0.0016220600162206002,1233,2,1.1816707218167073,0.0016246953696181965
required,0.0016129032258064516,620,1,1.0080645161290323,0.001615508885298869
note,0.0016120365394948952,3722,6,1.1727565824825363,0.0016146393972012918
later,0.0016109544905356424,2483,4,1.1385420861860653,0.0016135538523598225
mths,0.0016051364365971107,1246,2,1.5280898876404494,0.001607717041800643
enough,0.0016051364365971107,623,1,1.0465489566613162,0.001607717041800643
delegation,0.0016,625,1,1.32,0.0016025641025641027
contract,0.001597444089456869,626,1,1.2651757188498403,0.0015999999999999999
limit,0.001594896331738437,627,1,1.346092503987241,0.0015974440894568692
control,0.0015923566878980893,1256,2,1.1305732484076434,0.0015948963317384372
already,0.0015885623510722795,1259,2,1.1374106433677522,0.0015910898965791566
safety,0.0015873015873015873,630,1,1.2079365079365079,0.0015898251192368838
found,0.0015873015873015873,630,1,1.3,0.0015898251192368838
credits,0.0015822784810126582,632,1,1.1518987341772151,0.001584786053882726
sharp,0.0015822784810126582,632,1,1.1851265822784811,0.001584786053882726
lower,0.001571503404924044,1909,3,1.1691985332634887,0.0015739769150052466
mills,0.0015698587127158557,637,1,1.3092621664050235,0.0015723270440251573
needed,0.0015600624024961,641,1,1.1045241809672386,0.0015625
action,0.0015552099533437014,1286,2,1.3888024883359253,0.001557632398753894
savings,0.0015552099533437014,643,1,1.3810264385692068,0.001557632398753894
gains,0.0015552099533437014,643,1,1.1493001555209954,0.001557632398753894
several,0.0015519917227108122,1933,3,1.2710812209001552,0.0015544041450777201
series,0.0015503875968992248,645,1,1.6310077519379844,0.0015527950310559005
number,0.0015467904098994587,1293,2,1.2041763341067286,0.001549186676994578
designed,0.0015455950540958269,647,1,1.2457496136012365,0.001547987616099071
newspaper,0.0015455950540958269,647,1,1.1128284389489953,0.001547987616099071
representative,0.0015432098765432098,648,1,1.2083333333333333,0.0015455950540958269
secretary,0.0015337423312883436,1304,2,1.187883435582822,0.0015360983102918587
accounted,0.0015313935681470138,653,1,1.0413476263399695,0.0015337423312883436
slow,0.0015313935681470138,653,1,1.2082695252679938,0.0015337423312883436
building,0.0015278838808250573,1309,2,1.3353705118411001,0.001530221882172915
full,0.0015238095238095239,2625,4,1.128,0.0015261350629530712
c,0.001520912547528517,1315,2,1.3840304182509506,0.001523229246001523
coal,0.001519756838905775,658,1,1.2933130699088147,0.0015220700152207003
service,0.001519756838905775,1316,2,1.2743161094224924,0.0015220700152207003
europe,0.0015026296018031556,1331,2,1.284748309541698,0.001504890895410083
treatment,0.0015015015015015015,666,1,1.0195195195195195,0.0015037593984962407
press,0.0014992503748125937,667,1,1.2188905547226387,0.0015015015015015015
period,0.00149812734082397,1335,2,1.146067415730337,0.0015003750937734434
despite,0.0014970059880239522,2004,3,1.1516966067864272,0.0014992503748125939
buy,0.0014903129657228018,2013,3,1.2444113263785395,0.0014925373134328358
pay,0.0014885382554331646,3359,5,1.4587674903245014,0.001490757304710793
months,0.0014814814814814814,2025,3,1.1797530864197532,0.001483679525222552
decline,0.0014716703458425313,1359,2,1.0507726269315674,0.0014738393515106854
key,0.0014577259475218659,1372,2,1.1807580174927115,0.0014598540145985403
meetings,0.0014534883720930232,688,1,1.1642441860465116,0.001455604075691412
federation,0.001447178002894356,691,1,1.182344428364689,0.0014492753623188406
month,0.0014342058085335247,2789,4,1.1642165650770886,0.001436265709156194
due,0.001419244961680386,3523,5,1.3005960828839058,0.001421262080727686
firms,0.0014184397163120568,1410,2,1.2170212765957447,0.0014204545454545455
fund,0.001417434443656981,1411,2,1.513111268603827,0.0014194464158978
given,0.0013995801259622112,1429,2,1.1476557032890133,0.001401541695865452
well,0.0013995801259622112,1429,2,1.1805458362491252,0.001401541695865452
offset,0.0013986013986013986,715,1,1.2825174825174825,0.0014005602240896359
cuts,0.0013966480446927375,716,1,1.276536312849162,0.0013986013986013986
markets,0.0013896609227348527,3598,5,1.206225680933852,0.0013915947676036739
seven,0.001388888888888889,2880,4,1.3239583333333333,0.0013908205841446455
investor,0.0013869625520110957,721,1,1.4396671289875174,0.001388888888888889
released,0.0013812154696132596,724,1,1.0096685082872927,0.0013831258644536651
plc,0.001379310344827586,2175,3,1.2280459770114942,0.0013812154696132596
levels,0.001375515818431912,1454,2,1.1506189821182944,0.0013774104683195593
intervention,0.0013736263736263737,728,1,1.5274725274725274,0.001375515818431912
package,0.0013717421124828531,729,1,1.2208504801097393,0.0013736263736263735
named,0.0013679890560875513,731,1,1.2585499316005473,0.0013698630136986301
definitive,0.001366120218579235,732,1,1.0122950819672132,0.0013679890560875513
firm,0.0013633265167007499,1467,2,1.2379004771642808,0.0013651877133105802
affairs,0.0013568521031207597,737,1,1.180461329715061,0.001358695652173913
lack,0.0013513513513513514,740,1,1.1675675675675676,0.0013531799729364006
charge,0.0013504388926401081,1481,2,1.3308575286968265,0.001352265043948614
formed,0.0013458950201884253,743,1,1.0794078061911172,0.0013477088948787063
cooperation,0.0013386880856760374,747,1,1.2382864792503347,0.0013404825737265416
headed,0.0013333333333333333,750,1,1.2386666666666666,0.0013351134846461949
